Start,20/7/1988,
5.6094,8.0313,7.3281
5.4297,8.0313,7.2187
5.4609,7.8906,7.1875
5.3984,8.5625,7.1875
5.3906,8.6563,7.2031
5.0117,8.1875,6.875
5.1484,8.5625,6.7656
5.4141,8.75,7.1094
5.3594,8.4688,7.0781
5.1562,8.5313,6.6719
5.3984,8.6406,6.9688
5.3047,8.5,6.25
5.4766,7.9844,6.375
5.7422,7.4688,6.4219
5.75,7.625,6.5
5.5937,7.9063,6.5859
5.7031,8.0625,6.8437
5.5859,7.5625,6.8281
5.6562,7.6563,6.875
5.6484,7.2813,6.8047
5.6758,6.8281,6.7656
5.7812,6.9063,6.9043
5.8828,7.0938,7.0312
5.8125,7.3125,7.0938
6.0703,7.3125,7.3125
6.0312,7.4063,7.4375
6.0547,7.0625,7.2812
6.1797,6.9688,7.2344
6.2578,6.9375,7.25
6.2187,7.0938,7.2793
6.2266,7.0313,7.1406
6.1719,6.9063,7.25
6.1562,7,7.1875
6.1172,6.875,7.1953
6.1172,6.875,7.1953
6.1094,7.25,7.2344
6.2422,7.4063,7.4063
6.4062,7.4688,7.625
6.4687,7.4688,7.6016
6.2891,7.375,7.5469
6.2578,7.1563,7.5313
6.2578,6.9375,7.5937
6.168,6.875,7.3516
5.9687,6.7188,7.0078
6.0156,6.5625,6.8594
6.1328,6.6563,6.9219
6.0625,6.5469,6.6875
6.082,6.4531,6.6406
5.9453,6.5,6.6875
6.0312,6.4688,6.9062
5.9844,6.4531,6.8594
6.3047,6.4375,7.0156
6.2266,6.4063,7.0156
6.3984,6.4688,7.3594
6.5781,6.5313,7.4375
6.6797,6.4375,7.3437
6.5391,6.3125,6.9375
6.2969,6.2813,6.9844
6.3203,6.3438,7.0156
6.2422,6,6.8613
6.4219,5.9688,7.0156
6.4062,6.3125,7.0781
6.3906,6.0469,7.0469
6.4453,6.1406,7.1094
6.4219,6.375,7.1406
6.5391,6.25,7.1094
6.5312,6.1406,7.2031
6.5234,6.0313,7.4063
6.5234,6.0313,7.4063
6.4844,6.0938,7.5781
6.3516,6.5,7.7344
6.3516,6.5,7.7187
6.3203,6.4375,7.5547
6.3203,6.375,7.4531
6.4697,6.4375,7.5703
6.5781,6.4688,8.1094
6.6211,6.3125,8.0234
6.8125,6.1875,8.2187
6.8594,6.2656,8.1562
7.0469,6.2813,8.4687
7.0391,6.1875,8.5137
6.9687,6.0625,8.7812
7.0469,6.2188,8.7031
7.0937,6.1875,8.6562
7.0391,6.1875,8.5156
7.0781,6.0938,8.4687
7.1953,6.0938,8.4844
6.9766,5.9375,8.5
6.9297,5.9688,8.5859
6.9844,6.4063,8.5937
7.0703,6.7188,8.4844
7.1406,6.6875,8.5937
7.0937,6.5313,8.5781
7.1797,6.8125,8.6406
7.4141,6.7656,8.9687
7.4375,6.875,9.1094
7.3516,7.125,9.0469
7.3203,7.0938,8.9844
7.3125,6.9063,8.8906
7.2969,6.9844,8.875
7.1953,6.7813,8.7812
7.3047,6.5156,8.7344
7.4062,6.5625,8.8594
7.4062,6.6875,8.875
7.4062,6.6875,8.875
7.3281,6.5938,9.0625
7.3203,6.2188,8.9219
7.3906,6.375,8.9375
7.4219,6.5313,9.4375
7.3984,6.1875,9.5781
7.3672,6.0469,9.5391
7.5547,6.2813,9.6094
7.4883,6.0625,9.4062
7.5781,6.0938,9.4062
7.5391,6.0313,9.2656
7.6328,6,9.4062
7.8125,6.0625,9.5938
7.7891,6.1563,9.375
7.6875,5.9844,9.125
7.7891,5.9063,9
7.6484,5.6875,8.7969
7.6094,5.7813,8.9219
7.6094,5.6875,8.8906
7.7422,5.6563,8.9219
7.7578,5.5625,9.2012
7.625,5.1563,9.1094
7.5312,4.9688,9.0625
7.4961,5.1563,9.2344
7.5078,5.25,9.1797
7.6445,5.375,9.3906
7.6016,5.25,9.3437
7.5703,4.8438,9.3594
7.5703,4.8438,9.3594
7.3984,4.875,9.0156
7.5195,4.7813,9.125
7.5,4.75,9.1719
7.4687,4.6875,9.1094
7.1562,4.4688,8.6875
7.0234,4.5156,8.9062
6.9141,4.2969,8.6406
7.2109,4.2188,8.75
7.3203,4.2188,8.9531
7.4922,5.2188,9.0625
7.5615,5.1875,9.0937
7.4844,5.0625,9.0312
7.0078,5.125,8.6875
7.1719,5.2031,8.625
7.4062,5.25,9.0156
7.4453,5.5,9.2813
7.3047,5.5625,9.1094
7.4141,5.3438,9.2969
7.3672,5.5,9.3906
7.5391,5.3125,9.625
7.7109,5.4063,9.8437
7.6094,5.25,9.7656
7.75,5.375,9.9844
7.7969,5.5938,10.2949
7.8281,5.5313,10.0937
7.7812,5.7813,10.2969
7.8281,5.75,10.2656
7.7187,5.625,10.0313
7.8047,5.6875,10.2187
7.8203,5.5625,10.2187
7.7656,5.625,10.125
7.7187,5.9063,10.0937
7.7109,5.875,9.9375
7.7187,5.75,10.0313
7.8125,5.8125,10.375
7.7031,5.9688,10.2031
7.6797,6.0313,10.1563
7.7969,6.2148,10.1875
7.8516,6.2188,10.1563
7.7578,6.125,10.1719
7.6562,6.0625,9.9766
7.6562,6.0625,9.9766
7.7109,6.0313,10.2031
7.7109,6.0313,10.2812
7.5937,5.7188,10.0781
7.6562,5.75,10.1563
7.8047,5.5,10.4375
7.7734,5.375,10.5391
7.8203,5.2813,10.625
8.0195,5.0938,10.6719
8.1875,5.25,11.0156
8.2187,5.5938,11.0781
8.3672,5.75,11.7813
8.5312,5.875,11.9531
8.6094,5.8438,12.125
8.6328,5.7188,12.1719
8.6094,5.5938,11.9687
8.5547,5.625,12.0625
8.4766,5.5938,12.1562
8.25,5.5938,12.1719
8.3984,5.5781,12.1094
8.2422,5.5469,11.9297
8.2578,6.1563,11.9687
8.4219,5.9063,12.375
8.375,5.5938,12.4375
8.5234,5.7031,12.7109
8.5937,5.7813,13.0938
8.4609,5.8125,12.7031
8.4062,5.75,12.6094
8.3594,6.0469,12.4844
8.5703,6.0625,13.1719
8.5391,6.3125,13.4531
8.6797,6.3125,13.8906
8.625,6.4375,14.0781
8.4687,6.5938,13.8438
8.4219,6.6406,13.75
8.375,6.4063,13.4687
8.2812,6.2188,13.1875
8.4062,6.1875,13.6719
8.5391,6.1875,13.4375
8.5273,6.125,13.1719
8.5391,6.125,13.25
8.4609,5.8125,13.0469
8.5156,5.7188,13.3437
8.5781,5.75,13.7344
8.5859,6.0625,13.5937
8.625,6.0938,13.7969
8.8437,6.375,14.25
9.0312,6.375,14.8594
8.9687,6.4688,15.2656
8.9687,6.5625,15.2813
8.9766,6.5,15.4844
8.8594,6.3125,15.125
9.0625,6.3906,14.9375
9.3516,6.4063,14.9844
9.3125,6.25,14.4844
9.3984,6.1875,14.4219
9.7422,6.2188,15.0937
9.5781,6.25,15.1094
9.3984,6.125,14.8594
9.4062,6.3125,15.3125
9.5937,6.25,15.1875
9.6094,6.0625,15.4688
9.7187,6.125,15.8281
9.7187,6.125,15.8281
9.8047,6.0313,15.8594
9.8594,6.2813,15.8906
9.668,6.2813,15.7344
9.5781,6.25,16.1875
9.5625,6.25,16.0313
9.5547,6.2813,15.7109
10.2188,6.25,16.2656
10.2344,6.125,16.1406
10.4219,6,17.1094
10.125,5.9688,17.1094
10,5.8125,16.5469
9.5938,5.6563,15.9063
9.9844,5.625,16.25
10.3281,5.7813,16.9687
10.6094,5.5625,17.1875
10.4531,5.875,16.8281
10.4688,5.8125,16.5312
10.6094,5.7813,16.9375
10.6094,5.7813,16.9375
10.6875,5.75,17.0781
10.5313,5.7813,16.9219
10.4375,5.4375,16.6563
10.3281,5.2188,16.3672
10.3281,5.2188,16.3672
10.2031,5.25,16.2969
10.5781,5.4375,17.2969
10.5469,4.4688,17.3594
10.625,4.375,17.9219
10.4219,4.4063,17.7813
10.2969,4.4375,17.875
10.5313,4.5625,18.0625
10.4688,4.5313,18.3594
10.6719,4.4688,18.3906
10.5781,4.3125,17.75
10.75,4.1875,17.7969
10.8906,4.1875,18.0078
11.3438,4.2344,18.1562
11.875,4.3125,18.5078
12.1719,4.2969,19.0156
11.8438,4.3125,18.9688
11.9922,4.2188,18.8125
12.0156,4.1563,18.7656
11.9531,4.1563,18.875
12.1563,4.1563,19.3437
12.6406,4.1875,20.0156
12.75,4.1563,20.2813
12.7969,4.0781,20.4844
12.8906,3.8438,20.5938
12.2969,3.8125,19.6563
12.1406,4,19.1406
12.5469,3.9531,19.5469
12.2188,3.9063,18.9531
12.3125,3.9219,18.9688
12.4844,3.9375,19.5938
12.5,4.0313,19.625
12.2344,4.0781,19.3125
12.2344,4.0781,19.3125
12.1719,4.4688,19.3281
12.1875,4.4063,19.2344
11.9063,4.25,18.7344
11.875,4.0938,18.2969
12.5156,4.1563,18.625
12.4375,4.2188,18.6094
12.5313,4.2813,18.2969
12.0156,4.25,17.4668
12.1875,4.0625,17.7344
12.4375,4.0313,18.2344
12.3906,4.125,18.2969
12.6094,4.25,18.6875
12.2188,4.1563,18.1719
12.0938,4.125,17.9375
12.5,4.1563,18.0938
12.2969,4.0938,17.9844
12.3438,4.0625,17.8437
12.4531,4.0938,17.6563
12.375,4.1406,17.2344
12.5625,4.125,17.0469
12.4531,4.0625,17.0938
12.0938,4.0313,16.6719
12,4.3125,16.6563
11.75,4.1563,16.3125
11.2656,4.125,16.3281
11.2891,4.125,16.6563
11.7813,4.1875,17.5781
11.7188,4.6563,17.3906
11.7188,4.6563,17.3906
11.4609,4.5625,17.3906
11.6563,4.375,17.4141
11.5,4.5,17.125
11.8906,4.7188,17.5781
11.7734,4.8125,18.125
11.9844,4.875,18.1406
12.2813,4.7813,18.3262
12.25,4.75,17.7813
12.0938,4.7188,17.1562
11.875,4.5625,16.3125
12.1719,4.6875,16.7187
12.1406,4.6094,16.375
12.2813,4.6406,16.75
12.2656,4.75,17.25
13.4531,4.5938,17.1406
13.4531,4.5,17.2969
13.8281,4.625,17.6094
14.3906,4.5313,18.2812
14.2656,4.4688,18.2656
14.2031,4.375,17.9844
14.3594,4.4063,18.2969
14.875,4.4219,18.75
15.1875,4.25,19.1406
15.125,4.25,19.2188
15.0938,4.25,19.7031
15.0234,4.25,20.3125
14.6641,4.2188,19.75
14.4375,4.125,19.4844
14.5469,4.25,19.8438
14.5938,4.2656,19.9375
14.7656,4.3906,19.8906
14.7188,4.3906,19.0469
14.4844,4.4219,19.0938
14.6406,4.4375,19.7656
14.4297,4.3125,19.3906
14.3906,4.25,19.3437
14.8906,4.3125,20.125
15.0469,4.2188,20.3125
15.0781,4.1563,20.1719
15.3594,4.2188,20.3984
15.3594,4.2188,20.3984
15.8281,4.3125,21.164
15.7344,4.25,20.8906
15.7344,4.1563,20.4707
15.5,4.1563,18.9375
15.5469,4.2344,18.7187
15.0938,4.1719,18.125
14.8984,4.1563,17.8125
15.0703,4.1719,17.8926
15.5078,4.1875,18.25
15.6406,4.1563,18.6563
15.6016,4.0625,18.1484
15.875,4.0781,18.4375
15.875,4.0156,17.957
16.2031,3.9531,18.0938
16.4219,3.875,18.4063
16.7734,4.0859,18.7109
16.2734,3.9844,18.3203
16.164,3.9375,18.3047
16.2344,3.8906,18.3438
16.0078,3.8438,18.1484
16.5078,3.8281,18.5
16.3047,3.7813,18.3359
16.0312,3.6719,17.9609
15.9375,3.6719,17.7813
15.7969,3.5625,17.7266
15.6172,3.2969,17.3828
16.0469,3.2656,17.875
16.1953,3.4219,18.1172
16.1953,3.4219,18.1172
16.1875,3.4531,18.4219
16.4063,3.4375,18.7031
16.3438,3.4219,19.0781
16.2344,3.3125,18.7656
16.2187,3.7969,19.2266
16.9922,3.9063,19.6875
17.3086,3.9844,20.2265
18.5547,4.1094,22.0937
18.6875,4.375,21.9531
17.5625,4.3359,21.6094
16.9922,4.0391,21.4219
18.0156,4.1406,22.1875
17.6797,4.0313,22.3281
17.25,3.9531,22.4375
17.3125,4.0625,22.2969
17.125,4.1094,22.1406
17.4922,4.125,22.0312
17.6406,4.3438,22.3437
17.6719,4.375,22.9531
17.5781,4.7969,23.4062
17.6953,4.9375,24.1875
17.914,4.9375,24.9219
17.9297,6.5781,25.0156
17.9922,7.2969,25.0156
17.5,6.7031,24.4531
17.2813,6.1406,24.0312
17,5.5156,23.8281
17.0078,5.9063,24.0937
17.0313,5.75,23.9687
16.6094,5.8125,23.0312
16.7344,5.9063,23.6406
17.3515,6.1094,24.4765
17.5703,6.1563,25.125
17.2344,6,24.5937
17.1563,5.9063,24.0469
17.0625,5.7656,23.5469
16.875,5.5625,23.1719
16.8203,5.6719,23.5156
16.5078,5.5,23.0937
16.5234,5.4375,23.0312
16.5234,5.4375,23.0312
17.1484,5.5938,23.7656
17.0703,5.625,23.4531
17.2734,5.625,23.6562
17.1641,5.5469,23.6406
17.414,5.375,23.9844
17.4375,5.4531,24.4375
16.8906,5.7344,23.875
17.1016,5.5938,23.8125
17.2422,5.5156,23.5625
16.3359,5.375,23.0156
17.0469,5.4844,23.9531
16.6484,5.4531,23.914
16.5313,5.5781,23.75
16.8984,5.4844,23.8594
16.664,5.7031,24.0937
16.9375,5.4375,24.7812
16.5547,5.375,23.9062
16.5938,5.2813,23.2812
16.6719,5.3281,23.2656
16.8125,5.5156,23.8437
16.539,5.4219,23.0781
16.7344,5.3828,23.3125
16.6484,5.4844,23.2812
16.8672,5.5313,23.3281
16.8906,5.4844,23.375
17.0703,5.4531,23.8125
17.375,5.375,23.6406
17.3672,5.4375,23.6719
17.0625,5.6719,23.25
17.0938,5.6719,23.1406
17.0859,5.6719,22.9531
16.9687,5.9531,21.6719
16.7383,5.375,21.3437
16.5313,5.0313,20.75
16.5781,4.6719,21.0156
17.3125,4.7656,21.2812
16.9609,4.6406,20.9844
16.9531,4.4375,20.4687
16.9219,4.1406,20
16.0937,4.2188,18.6875
16.6719,4.5313,21.25
16.3906,4.375,20.0625
16.0781,4.125,18.9375
16.25,4.2578,19.25
16.7656,4.3438,19.625
16.7812,4.4844,18.9844
16.6953,4.5938,18.6562
16.5078,4.75,18.375
16.4453,4.9375,19.3594
16.2734,4.6719,18.7812
16.3281,4.5938,19.0625
16.1484,4.4063,18.7344
16.4453,4.5,19.4844
16.664,4.6094,19.6875
16.8594,4.625,20.1094
16.75,4.5156,19.6875
16.8828,4.5625,19.7656
17.1094,4.625,20.2187
17.2344,4.5469,20.0625
16.9375,4.4063,19.5312
17.375,4.3438,19.1094
17.6953,4.375,19.1562
17.6953,4.375,19.1562
17.6875,4.4375,19.4062
17.9765,4.4375,20.375
17.7813,3.9688,19.5156
18.0859,3.9375,19.625
17.8203,3.9063,19.1719
17.8906,3.9531,19.3906
18.2656,3.8906,19.6094
18.039,3.8125,18.9062
17.7813,3.6875,18.6719
17.3828,3.6406,17.9531
17.0938,3.5313,17.625
17.0156,3.4844,18.0312
17.3828,3.5781,17.7969
16.9531,3.4844,17.375
16.3594,3.4531,17.2812
16.0859,3.4219,17.5
15.875,3.3281,17.8594
15.4141,3.2344,17.5469
14.8672,3.2813,17.5625
14.8672,3.2813,17.5625
15.0938,3.3281,17.7187
15.7891,3.2813,17.7031
16.2812,3.2969,17.9219
16.1562,3.2813,17.5625
16.1562,3.2813,17.5625
16.3906,4.0625,18.1562
16.2969,3.9688,18.625
16.3906,4.7344,18.2812
16.1953,4.375,18.1875
16.3125,4.5469,18.5781
15.875,4.5469,17.9687
16.1875,4.5625,18.9062
16.5156,4.875,19.2344
16.3906,4.9375,18.8594
16.539,4.7969,18.8281
16.9062,4.7031,18.7031
16.9062,4.7031,18.7031
17.2265,4.7656,19.0625
17.125,4.7266,19.1719
17.3281,4.8125,19.125
17.2813,4.875,19.2969
17.7188,4.8594,19.4219
18.1484,4.7813,19.7969
18.625,4.7969,20.2187
18.5313,4.625,20.5
18.6484,4.5781,20.25
19.3594,4.4219,20.7656
19.4844,4.5781,21.5781
19.6016,4.5625,21.8906
19.4297,4.5781,21.625
19.7656,4.625,21.8867
19.6484,4.7969,21.4531
19.9063,4.8594,21.5625
19.8672,4.75,21.2656
19.8438,4.8438,21.25
19.6875,4.875,20.9531
19.6875,4.875,20.9531
19.2969,4.9063,21.1562
19.3281,5.1406,21.7344
19.3594,5.1094,22.6406
19.3906,5,22.9531
20.4062,5.3125,23.5469
20.5313,5.3281,23.0937
21.2344,5.5781,23.5
21.375,5.875,23.0781
21.1875,5.9063,22.4219
20.8281,5.6875,21.9062
21.125,5.7813,21.3281
20.5781,6.1094,21.6094
20.0156,6.0156,18.8906
20.6875,6.1094,19.5312
19.8984,5.6875,18.7656
20.375,6.0156,18.875
20.1719,6.5313,18.9687
20.4688,6.75,19.0937
20.5938,6.7813,19.1562
20.5,6.6719,19.4219
20.0938,6.5859,19.1875
20.4375,6.7344,19.25
20.5,6.6875,19.3281
20.4531,6.5938,18.9375
20.9687,6.5313,18.7734
21.2344,7,18.6094
22.2031,6.7891,19.0156
22.0625,6.6406,19.5469
21.9531,6.7344,19.7187
21.9844,6.8594,19.3437
22.375,6.875,19.5156
22.5938,6.875,19.375
22.8281,6.8281,19.0937
23.25,6.7656,19.1875
22.4844,6.5625,18.4687
21.8125,6.375,18.1562
22.2344,6.25,18.1406
22.25,6.4063,18.4375
22.25,6.4063,18.4375
22.1563,6.6094,19.0625
22.1094,6.7344,19
22.8438,6.8594,18.7187
22.9219,7.1563,18.5937
23.0312,6.9844,18.7969
23.6562,7.25,19.125
23.7187,7.25,19.7344
24.7188,6.875,21.0156
23.625,6.9219,20.8125
23.0312,6.9844,20.5156
22.5781,6.9375,20
22.4688,6.7344,19.8281
22.625,6.75,20.0312
22.5313,6.8438,20.2031
22.4062,7,20.5312
22.0156,7.2656,20.5
21.9375,7.4219,20.4687
21.5937,7.5781,20.3437
20.8438,7.5469,20.25
21.4375,7.6094,21.0156
21.0625,7.7344,20.625
21.4219,7.5313,21.1406
21.7344,7.6094,21.2031
22.2344,7.5156,21.1406
22.3594,7.3906,20.0781
21.5156,7.125,19.8437
21.625,7.3438,19.8906
21.4375,7.3906,19.25
21.5937,7.2188,18.5312
21.3906,6.9688,18.5781
21.3906,6.9688,18.5781
20.9062,6.6719,18.6719
21.5,6.6875,18.5781
21.5781,6.8594,18.375
21.2031,6.6563,17.8594
20.9375,6.5625,17
21.375,6.7188,17.3125
21.0781,6.5781,16.4844
21.5156,6.7031,17.0469
21.5625,6.7188,17.4531
21.4219,6.8125,17.3281
21.7656,7.0625,17.5469
21.5,7.0156,17.1406
21.3281,6.9531,17.1406
21.4375,7.0313,17.1094
21.4844,6.875,16.7187
22.4688,7,17.4531
22.7656,7.0313,17.3125
22.7969,6.8281,17.4219
23.6719,6.7656,17.5
23.9531,6.8438,18.4687
25.1875,6.9531,18.8125
26.2344,7.0625,19.3437
25.3906,7.1406,18.9062
26.1094,7.0469,19.0937
26.8594,7.1719,18.9531
27.0938,7.1719,18.5312
27.3438,7.4844,18.7969
26.8125,7.25,18.3125
26.8125,7.25,18.3125
26.9531,7.5938,18.3711
26.9844,7.625,18.7812
27.4688,8.1406,19.5781
27.75,7.9219,19.9375
28.2969,8.0156,19.9375
29.3906,8.4844,20.5937
29.125,8.3594,20.1719
29.3438,8.6094,21.0625
29.3438,9.375,21.0625
29.4844,9.2188,20.7812
29.25,9.0625,20.4375
28.2031,8.9063,20.4062
29.1875,8.75,20.5937
28.25,8.7344,20.6406
28.4531,8.6719,20.7656
29.1875,8.6094,21.5156
28.0625,8.4063,21.4062
27.6719,8.7813,21.1562
28.3594,9.125,21.9062
27.4844,8.6563,21.1094
27.1094,8.7813,21.2031
26.125,8.5469,20.4844
26.0781,9,21.0312
26.7188,9.2188,21.75
26.4687,9.125,21.6719
26.1094,9.4844,21.6562
25.8594,9.75,21.1406
26.2656,10.0156,21.4062
25.9844,9.8594,21.3125
26.0625,10.125,21.5469
26.8281,10.4844,22.3906
27.8125,10.6406,22.8594
27.6406,10.25,22.3906
28.1406,10.1563,21.5
27.6563,10.75,21.2344
27.5938,10.2969,21.1562
28.2031,10.2031,21.1055
28.1406,10.0938,20.75
27.3125,9.375,19.9375
26.3125,8.5469,19.25
23.9844,7.7969,17.7969
25.3125,8.5313,19
25.1406,8.8906,18.7187
24.8125,8.6563,19.1875
24.1563,8.7813,19.5625
24.1563,8.7813,19.5625
25.4922,9.5625,20.4765
25.5625,9.3438,20.3125
25.1875,9.5313,19.7656
26.0625,9.4063,21.2344
26.5,9.2969,21.4531
27.0781,9.5469,21.4844
27.0469,9.3281,21.2656
26.2344,9,20.75
26.3438,9.1875,20.75
26.9688,9.2344,21.1562
27.2969,9.25,20.8906
28.4063,9.5781,21.7656
27.5313,9.625,21.3281
28.2656,9.6875,22.0781
27.8281,9.7656,21.75
28.2188,9.875,22.125
27.5156,9.5313,21.4375
26.0156,8.9219,20.8594
26.0313,8.7656,20.9687
25.2969,8.0469,20.1406
24.4062,8.1406,19.9062
23.5313,7.9844,19.7656
22.7969,7.7031,19.6094
24.2188,8.7813,20.9531
24.9375,9.3594,21.3594
24.1094,9.6875,20.8906
25.0469,9.3438,20.6406
26.3594,9.1563,21.1406
26.2656,9.1719,20.9375
25.7344,9.375,21.25
25.0625,9.0156,21.1406
26.6094,9.2813,21.7656
27.5,9.1875,21.8437
26.5938,8.875,21.8125
26.7656,9.3594,22.2344
26.3594,8.8125,21.8281
26.4219,9.2031,22.3047
26.6563,9.1094,22.4375
26.4687,9.2813,22.2969
26.4531,9.4063,22.9531
26.2969,9.4531,22.6094
26.375,9.6719,23.7031
26.5938,9.5469,23.5
27.3281,9.5156,23.8594
27.6719,9.1563,24
28.0156,8.7813,24.3906
27.7656,8.3906,25.9219
27.1875,8.5,25.6719
27.5,8.9219,25.9375
27.2031,9,26.7187
27.9688,8.7031,27.125
27.4375,8.8594,27.4687
27.9375,8.9375,28.2187
28.4063,8.8281,28.0156
29.7969,9.0625,28.3906
30.4219,8.9844,27.6094
31.0625,8.7813,27.4375
31.0625,8.7813,27.4375
32.0156,8.7656,27.5
30.5,7.9844,26.9062
32.375,8.5313,28.75
31.6875,9,28.3906
30.5313,8.4219,27.375
31.8438,8.1875,29.0781
33.3906,8.4375,29.7344
32.7969,8.0156,30.0156
33.4063,8,29.7969
32.8906,8,28.6562
33.5,8.4375,29.1094
31.9844,8.125,27.8906
32.9688,8.3906,28.9844
33.4375,8.2031,28.5312
33.5938,8.3594,29.2187
34.4531,8.7969,30
35.1094,8.7656,30.6719
34.6094,9.5,29.7656
35.8906,9.9531,31.25
35.4375,9.8125,31.25
35.4375,9.8125,31.25
35.5938,10.2188,30.5312
35.125,10.2031,30.2656
34.75,10.0156,29.7969
34.6719,10.2344,29.6406
34.6719,10.2344,29.6406
35.25,10.3125,30.2031
36.625,10.8281,30.8125
37.8125,10.4375,32.375
37.625,11.25,32.25
37.4688,11.25,32.4219
36.875,11.4688,34.9375
35.5469,11.5313,33.8906
35.9531,11.625,34.75
35.4375,10.3438,33.4375
37.4375,10.3281,33.8437
37.4375,10.3281,33.8437
38.9063,10.2188,34.8437
40.6563,10.1406,34.5625
39.5781,9.7031,33.375
39.0625,9.6875,32.2187
40.4688,9.8438,32.6562
42.8906,10.125,34.2344
42.1563,10.0313,33.1875
43.5,10.2188,34.2969
43.75,10.2969,35.2344
43.2344,10.2344,34.4687
41.9063,9.7969,33.6562
41.7031,10.0469,34.6719
39.7656,9.4688,32.5312
40,9.0781,31.8906
41.3125,9.4375,33
40.0156,9.2969,31.3281
40.1563,9.5781,32.2031
40.6875,9.9063,33.3125
39.4375,9.4219,31.625
39.4375,9.4219,31.625
39.0625,9.5781,31.5937
37.5,9.25,31.1562
36.4375,9,32.0312
36.9375,9.2969,32.0156
37.2031,9.6094,33.2031
38.8594,9.6094,33.5625
38.2188,9.3594,32.5937
38.375,9.2344,31.9375
37.5313,8.7031,29.9844
37.9375,8.4375,29.2656
37.1406,8.6563,27.4531
37.4063,8.5469,28.6719
38.0625,8.3594,28.3437
38.7344,8.2969,28.6562
39.75,8.5938,29.9062
40.4531,8.5313,28.8281
40.3438,8.1406,29.2187
40.3594,8.0469,29.5312
40.0469,8.2969,29.5625
41.4688,8.5156,29.4687
42.2656,8.875,30.0937
41.7813,8.5156,30.125
43.1094,8.875,30.4531
42.7969,8.375,29.75
43.2031,8.7656,28.7812
41.6406,8.25,28.6406
42.8125,8.4219,29.8125
44.9844,8.4531,29.4844
44.5313,8.3125,29.1719
46.1875,8.8438,30.3906
46.5,8.9688,30.3906
44.8125,8.9844,29.7187
46.3438,9.0156,30.2187
46.3438,9.0156,30.2187
47.4688,9.2656,31.875
47.0313,9.5,32.6094
46.6563,9.2813,33.0312
47.2813,9.2188,32.7656
47.125,9.1875,32.7031
46.5,9.0625,30.625
45.0625,8.6563,30.25
42.9375,8.8828,28.5
44.4375,8.9375,29.2187
43.3125,8.8594,28.625
40.5,8.4688,27.75
41.5625,8.5156,28.2812
41,8.5938,29.2187
42.4688,9.0938,30.75
43,9.7969,30.875
44,10.2344,32.2187
42,11.4375,31.125
41.0625,11.0156,30.5937
41.0313,10.75,30.4062
40.6563,11.5,30.5937
39.9375,12.3906,31.5625
39.0313,11.625,30.8437
39.5625,11.75,32
38.9688,11.125,29.8437
39.5313,11.4688,30.4687
39.8438,11.3125,30.3125
39.9375,11.1875,31.1562
40.25,11.625,31.25
39.5625,11.5469,30.0312
38.4375,11.0938,29
39.5625,11.0938,29.7187
39.3438,11.3125,29.4687
39.6563,11.2969,29.8437
39.2188,10.625,28.8437
38.7813,10.9844,28.5
38.625,10.4844,27.9687
38.125,10.375,26.4375
39.25,11.0156,25.8437
39.1875,10.875,26.5625
40.3438,11.0156,27.0312
40.3438,11.0156,27.0312
39.25,11.2031,25.3437
39.2188,11.6406,25.9687
38.1875,11.8594,25.25
39.7813,12.0313,26.5937
40.125,12.2344,26.7187
39.6875,11.9219,25.8437
41.1563,12.1094,26.5625
39.9375,12.0313,27.6875
39.0625,11.6094,27.2187
38.7813,11.3594,27.1875
38.8438,11.5156,27.8437
40.5,11.9844,29.8437
41.4375,11.5938,29
42.5,11.7813,27.4687
44.4688,11.625,28.4062
43.25,11.3438,27.8437
43,10.9219,28.2812
42.3125,10.5781,27.5312
42.4688,10.5469,27.6562
43.375,10.6406,28.5
44,11.3438,29.625
45.0938,11.5781,29.75
45.5938,11.3281,31.4375
46,11.5781,31.75
46,11.5781,31.75
44.7813,11.8438,31.9375
46.1563,12.4688,32.1875
46.2813,13.625,32.875
46.625,13.9063,33.125
47.0938,13.625,32.7187
46.8125,13.4219,32.6875
47.4688,13.9844,34
47.1875,13.3125,33.8437
49.7188,13.2656,33.5625
49.1875,13.6094,33.7812
46.6563,13.2188,32.4687
47.3438,13.5156,32.7812
45.5313,13.0938,31.9375
45.125,13.3281,32.0937
43.8125,12.7344,31.4375
44.4063,13.4219,33.7812
45,13.5938,35.1562
43.4688,13.4688,34.75
42.9063,13.9219,34.5
42.4063,13.9375,35.6562
42.375,13.8125,36.4687
42.4688,13.4531,36.4062
42.875,13.6875,35.7187
42.5625,13.5313,35.7812
41.9063,13.6094,36.7187
41.4688,13.8438,35.875
42.0938,14.9219,38
40.875,15,37.9687
42.3438,15.0156,39.875
42.1563,15.125,39.2812
42.2813,15.0781,39.5
42.5,15.0313,39.25
41.9063,14.6875,38.6562
41.6875,14.7969,39.9687
43.2188,15.1875,41.4687
46.0938,15.0938,41.5625
47.6563,15.3438,41.8437
47.3125,15.5313,40.5312
46.625,16.1875,41.5
46.125,15.5156,41.125
46.2813,16.3125,41.0937
46.1875,17.1563,41.7187
45.9063,17.6406,42.6562
47.9375,18.375,44.6562
47.9375,18.375,44.6562
47.125,19.0938,43.8125
46.125,18.625,42.9687
47.0313,18.8906,43.875
47.5,19.3594,43.6875
46.9375,18.75,42.1875
47.5313,19.4531,42.9062
46.3125,18.8438,41.5
47,19.2031,41.3125
48.2188,19.2344,42.3125
